SurgeryProcedureMainGroupId,SurgeryProcedureSubGroupId,SurgeryProcedureId,Code,SurgeryProcedure,SurgeryProcedureSeverity,MainGroup,SubGroup,Specialty
4,9,12,4-9-12-Maj,Thyroplasty (Isshiki type 1),Maj,"Face, mouth, salivary and thyroid",Thyroid and parathyroid glands,Endocrine
4,9,13,4-9-13-Maj,Total thyroid lobectomy and isthmectomy,Maj,"Face, mouth, salivary and thyroid",Thyroid and parathyroid glands,Endocrine
4,9,14,4-9-14-Maj,Total thyroidectomy including block dissection of lymph nodes,Maj,"Face, mouth, salivary and thyroid",Thyroid and parathyroid glands,Endocrine
4,9,15,4-9-15-Maj,Total thyroidectomy/near total thyroidectomy,Maj,"Face, mouth, salivary and thyroid",Thyroid and parathyroid glands,Endocrine
4,9,6,4-9-6-Com,Mediastinal parathyroidectomy with sternotomy,Com,"Face, mouth, salivary and thyroid",Thyroid and parathyroid glands,Endocrine
5,1,1,5-1-1-Min,Core biopsy of lesion of breast,Min,Breast,Excision/biopsy codes,Breast
5,1,2,5-1-2-Int,Excision biopsy of breast lesion after localisation,Int,Breast,Excision/biopsy codes,Breast
5,1,3,5-1-3-Int,Excision of breast lump/fibroadenoma,Int,Breast,Excision/biopsy codes,Breast
5,1,5,5-1-5-Min,Percutaneous suction core biopsy,Min,Breast,Excision/biopsy codes,Breast
5,1,6,5-1-6-Int,Re-excision of lesion of breast if resection margins are not clear (as sole procedure),Int,Breast,Excision/biopsy codes,Breast
5,1,7,5-1-7-Int,Re-excision of lesion of breast if resection margins are not clear with local mobilisation,Int,Breast,Excision/biopsy codes,Breast
5,1,8,5-1-8-Int,Sentinel node mapping and sampling with blue dye and radioactive probe for breast cancer,Int,Breast,Excision/biopsy codes,Breast
5,1,9,5-1-9-Int,Sentinel node mapping and sampling with blue dye or radioactive probe for breast cancer,Int,Breast,Excision/biopsy codes,Breast
5,1,10,5-1-10-Int,Wide local excision of breast +/- local mobilisation of glandular breast tissue to fill surgical cavity,Int,Breast,Excision/biopsy codes,Breast
5,1,4,5-1-4-Int,"Intraoperative sentinel node mapping, using One Step Nucleic Acid Amplification (OSNA), for breast cancer",Int,Breast,Excision/biopsy codes,Breast
5,2,1,5-2-1-Maj,Modified radical mastectomy excluding lymph node sampling,Maj,Breast,Mastectomy (excluding implant/reconstruction),Breast
5,2,3,5-2-3-Maj,Modified radical mastectomy including lymph node sampling,Maj,Breast,Mastectomy (excluding implant/reconstruction),Breast
5,2,4,5-2-4-Maj,Radical mastectomy including block dissection,Maj,Breast,Mastectomy (excluding implant/reconstruction),Breast
5,2,5,5-2-5-Maj,Simple mastectomy (including axillary node biopsy) - unilateral,Maj,Breast,Mastectomy (excluding implant/reconstruction),Breast
5,2,2,5-2-2-Maj,Modified radical mastectomy including lymph node clearance,Maj,Breast,Mastectomy (excluding implant/reconstruction),Breast
5,2,7,5-2-7-Maj,Subcutaneous mastectomy,Maj,Breast,Mastectomy (excluding implant/reconstruction),Breast
5,2,6,5-2-6-Maj,Skin/Nipple sparing mastectomy (including axillary node biopsy),Maj,Breast,Mastectomy (excluding implant/reconstruction),Breast
5,3,1,5-3-1-Com,Deep Inferior Epigastric Perforator Flap Reconstruction of breast (DIEP) (including delayed reconstruction),Com,Breast,Reconstruction,Breast
5,3,2,5-3-2-Int,Implantation of prosthesis into breast as sole procedure,Int,Breast,Reconstruction,Breast
5,3,4,5-3-4-Xma,Lumpectomy and immediate partial reconstruction of breast using pedicled perforator flap (eg. Lateral Intercostal Artery Perforator (LICAP) or Thoraco-Dorsal Artery Perforator (TDAP)),Xma,Breast,Reconstruction,Breast
5,3,5,5-3-5-Xma,Mastectomy and immediate reconstruction of breast using expandable prosthesis,Xma,Breast,Reconstruction,Breast
5,3,6,5-3-6-Xma,Mastectomy and immediate reconstruction of breast using extended latissimus dorsi flap,Xma,Breast,Reconstruction,Breast
5,3,7,5-3-7-Xma,Mastectomy and immediate reconstruction of breast using fat transfer,Xma,Breast,Reconstruction,Breast
5,3,8,5-3-8-Xma,Mastectomy and immediate reconstruction of breast using fixed prosthesis,Xma,Breast,Reconstruction,Breast
5,3,9,5-3-9-Xma,Mastectomy and immediate reconstruction of breast using latissimus dorsi,Xma,Breast,Reconstruction,Breast
5,3,10,5-3-10-Maj,Nipple areola complex reconstruction +/- liposuction and fat transfer,Maj,Breast,Reconstruction,Breast
5,3,11,5-3-11-Xma,Partial reconstruction of breast using pedicled perforator flap (eg. Lateral Intercostal Artery Perforator (LICAP) or Thoraco-Dorsal Artery Perforator (TDAP) including delayed reconstruction),Xma,Breast,Reconstruction,Breast
5,3,12,5-3-12-Com,Reconstruction of breast using ALT (anteriolateral thigh) flap including delayed reconstruction,Com,Breast,Reconstruction,Breast
5,3,13,5-3-13-Maj,Reconstruction of breast using expandable prosthesis (including delayed reconstruction),Maj,Breast,Reconstruction,Breast
5,3,14,5-3-14-Com,Reconstruction of breast using extended latissimus dorsi flap (delayed reconstruction),Com,Breast,Reconstruction,Breast
5,3,15,5-3-15-Maj,Reconstruction of breast using fat transfer (including delayed reconstruction),Maj,Breast,Reconstruction,Breast
5,3,3,5-3-3-Maj,Laparoscopic mobilisation of the greater omentum for reconstruction of breast (including delayed reconstruction),Maj,Breast,Reconstruction,Breast
5,3,17,5-3-17-Com,Reconstruction of breast using free TRAM (including delayed reconstruction,Com,Breast,Reconstruction,Breast
5,3,18,5-3-18-Xma,Reconstruction of breast using latissimus dorsi including implantation of prosthesis (including delayed reconstruction),Xma,Breast,Reconstruction,Breast
5,3,19,5-3-19-Com,Reconstruction of breast using pedicled TRAM (including delayed reconstruction),Com,Breast,Reconstruction,Breast
5,3,20,5-3-20-Com,Reconstruction of breast using SGAP (superior gluteal artery perforator) flap including delayed reconstruction.,Com,Breast,Reconstruction,Breast
5,3,21,5-3-21-Com,Reconstruction of breast using Transverse Upper Gracilis (TUG) flap (including delayed reconstruction and nipple reconstruction),Com,Breast,Reconstruction,Breast
5,3,22,5-3-22-Int,Redo reconstruction of breast using fat transfer,Int,Breast,Reconstruction,Breast
5,3,23,5-3-23-Maj,Subcutaneous mastectomy with immediate implant,Maj,Breast,Reconstruction,Breast
5,3,16,5-3-16-Maj,Reconstruction of breast using fixed prosthesis (including delayed reconstruction),Maj,Breast,Reconstruction,Breast
5,4,1,5-4-1-Min,Drainage of breast abscess including haematoma and seroma,Min,Breast,Other,Breast
5,4,3,5-4-3-Int,Microdochectomy or mammodochectomy (Hadfields procedure),Int,Breast,Other,Breast
5,4,4,5-4-4-Int,Microdochotomy,Int,Breast,Other,Breast
5,4,5,5-4-5-Min,Micropigmentation (tattooing) of nipple areola complex,Min,Breast,Other,Breast
5,4,2,5-4-2-Int,Excision of mammary fistula,Int,Breast,Other,Breast
5,4,6,5-4-6-Int,Plastic procedures on nipple,Int,Breast,Other,Breast
5,4,7,5-4-7-Maj,Reduction mammoplasty – unilateral,Maj,Breast,Other,Breast
5,4,8,5-4-8-Maj,Reduction mammoplasty - bilateral (greater than 500g each breast),Maj,Breast,Other,Breast
5,4,9,5-4-9-Maj,Augmentation mammoplasty – unilateral,Maj,Breast,Other,Breast
5,4,10,5-4-10-Maj,Augmentation mammoplasty – bilateral,Maj,Breast,Other,Breast
6,1,2,6-1-2-Maj,Closure of bypass of oesophagus,Maj,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,3,6-1-3-Com,Endoscopically assisted oesophagectomy,Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,4,6-1-4-Int,Fibreoptic endoscopic photodynamic therapy (PDT) of lesion of oesophagus,Int,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,5,6-1-5-Int,Injection sclerotherapy for oesophageal varices,Int,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,6,6-1-6-Maj,Laparoscopic vagotomy/seromyotomy,Maj,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,7,6-1-7-Com,Oesophagectomy/oesophagogastrectomy with anastomosis in chest,Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,8,6-1-8-Maj,Oesophagocardiomyotomy (Hellers operation),Maj,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,9,6-1-9-Maj,Open excision of lesion of oesophagus,Maj,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,1,6-1-1-Xma,Bypass of oesophagus,Xma,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,15,6-1-15-Com,Transabdominal anti-reflux operations,Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,16,6-1-16-Com,Transabdominal repair of diagphragmatic hernia,Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,17,6-1-17-Maj,Transabdominal repair of hiatus hernia,Maj,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,18,6-1-18-Xma,Transthoracic fundoplication,Xma,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,19,6-1-19-Xma,Transthoracic fundoplication and gastroplasty,Xma,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,20,6-1-20-Xma,Transthoracic repair of diaphragmatic hernia (acquired),Xma,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,21,6-1-21-Xma,Transthoracic repair of paraoesophageal hiatus hernia,Xma,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,22,6-1-22-Xma,VATS excision lesion of oesophagus,Xma,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,10,6-1-10-Com,Repair of congenital oesophageal atresia (with or without fistula),Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,11,6-1-11-Com,Repair of ruptured oesophagus,Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,12,6-1-12-Com,Revision of anti-reflux procedures,Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,13,6-1-13-Com,Sub-total oesophagectomy with anastomosis in neck,Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,1,14,6-1-14-Com,Total oesophagectomy and interposition of intestine,Com,Thorax and intra-thoracic organs,Oesophagus,Thoracic
6,2,6,6-2-6-Xma,Repair of congenital diaphragmatic hernia,Xma,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,7,6-2-7-Int,Repair of epigastric hernia,Int,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,8,6-2-8-com,Repair of rupture of diaphragm,Com,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,9,6-2-9-Maj,Resection of rib and open drainage of pleural cavity,Maj,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,10,6-2-10-Com,Secondary correction of scolios-related chest wall deformity (posterior costoplasty) (as sole procedure),Com,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,11,6-2-11-Xma,Thoracoplasty,Xma,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,12,6-2-12-Xma,Thoracotomy and closure of broncho-pleural fistula,Xma,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,4,6-2-4-Maj,Exploratory thoracotomy,Maj,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,1,6-2-1-com,Correction of pectus deformity of chest wall (or other congenital defect thereof),Com,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,2,6-2-2-Xma,Excision of chest wall tumour - with chest wall reconstruction,Xma,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,3,6-2-3-Xma,Excision of chest wall tumour - without chest wall reconstruction,Xma,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,2,5,6-2-5-Xma,Plication of paralysed diaphragm,Xma,Thorax and intra-thoracic organs,Chest wall,Thoracic
6,3,1,6-3-1-Maj,Insertion of voice prosthesis (TOF),Maj,Thorax and intra-thoracic organs,Trachea,Thoracic
6,3,6,6-3-6-Int,Tracheostomy,Int,Thorax and intra-thoracic organs,Trachea,Thoracic
6,3,2,6-3-2-Min,Mini-tracheostomy (percutaneous),Min,Thorax and intra-thoracic organs,Trachea,Thoracic
6,3,3,6-3-3-Com,Partial excision of trachea with reconstruction,Com,Thorax and intra-thoracic organs,Trachea,Thoracic
6,3,4,6-3-4-Maj,Tracheoplasty,Maj,Thorax and intra-thoracic organs,Trachea,Thoracic
6,3,5,6-3-5-Com,Tracheoplasty for congenital conditions,Com,Thorax and intra-thoracic organs,Trachea,Thoracic
6,4,2,6-4-2-Int,Dilatation of tracheal stricture including insertion of stent,Int,Thorax and intra-thoracic organs,Fibreoptic endoscopic procedures (GA or LA),Endoscopic
6,4,3,6-4-3-Min,Fibreoptic examination of trachea including biopsy/removal of foreign body,Min,Thorax and intra-thoracic organs,Fibreoptic endoscopic procedures (GA or LA),Endoscopic
6,4,4,6-4-4-Min,"Therapeutic bronchoscopy (including laser, cryotherapy, lavage, snare, dilatation of stricture, insertion of stent)",Min,Thorax and intra-thoracic organs,Fibreoptic endoscopic procedures (GA or LA),Endoscopic
6,4,5,6-4-5-Min,Therapeutic bronchoscopy for removal of foreign body,Min,Thorax and intra-thoracic organs,Fibreoptic endoscopic procedures (GA or LA),Endoscopic
6,4,1,6-4-1-Min,Diagnostic bronchoscopy +/- biopsy,Min,Thorax and intra-thoracic organs,Fibreoptic endoscopic procedures (GA or LA),Endoscopic
6,5,2,6-5-2-Com,Decortication of pleura of lung,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,3,6-5-3-Min,Drainage of pleural cavity,Min,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,4,6-5-4-Min,Endobronchial ultrasound (as sole procedure),Min,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,1,6-5-1-Com,Carinal resection +/- pneumonectomy,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,10,6-5-10-Min,Needle biopsy of pleura,Min,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,11,6-5-11-Com,Open excision of lesion of lung,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,12,6-5-12-Xma,Open pleural biopsy as sole procedure,Xma,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,13,6-5-13-Com,Percutaneous radiofrequency ablation of malignant neoplasm of lung,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,14,6-5-14-Com,Pneumonectomy,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,15,6-5-15-Com,Pulmonary lobectomy including segmental resection,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,16,6-5-16-Com,Sleeve resection of bronchus or pulmonary artery with pulmonary resection,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,17,6-5-17-Int,Thoracotomy and lung biopsy as sole procedure,Int,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,5,6-5-5-Int,Insertion of pleuro-peritoneal shunt,Int,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,6,6-5-6-Min,Insertion of tube drain into pleural cavity,Min,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,7,6-5-7-Min,Introduction of substance into pleural cavity with chest drain,Min,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,8,6-5-8-Com,Lung resection with resection of chest wall,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,9,6-5-9-Min,Needle biopsy of lung,Min,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,18,6-5-18-Com,Thoracotomy bullectomy - bilateral,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,19,6-5-19-Xma,Thoracotomy bullectomy - unilateral +/- pleurodesis in presence of emphysema,Xma,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,20,6-5-20-Com,Thoracotomy lung volume reduction - unilateral,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,21,6-5-21-Xma,Thoracotomy pleurectomy/pleurodesis +/- ligation of bullae for pneumothorax,Xma,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,5,22,6-5-22-Com,Thoractomy lung volume reduction - bilateral,Com,Thorax and intra-thoracic organs,Bronchi/lungs/pleura,Thoracic
6,6,2,6-6-2-Maj,Endobronchial ultrasound-guided transbronchial needle aspiration (EBUS-TBNA) for mediastinal masses,Maj,Thorax and intra-thoracic organs,Mediastinum,Thoracic
6,6,3,6-6-3-Com,Mediastinal parathyroidectomy with sternotomy,Com,Thorax and intra-thoracic organs,Mediastinum,Thoracic
6,6,4,6-6-4-Xma,Open excision of mediastinal tumour including congenital cysts/posterior chest wall lesions,Xma,Thorax and intra-thoracic organs,Mediastinum,Thoracic
6,6,1,6-6-1-Int,Diagnostic mediastinoscopy,Int,Thorax and intra-thoracic organs,Mediastinum,Thoracic
6,6,6,6-6-6-Maj,Thymectomy for myasthenia gravis,Maj,Thorax and intra-thoracic organs,Mediastinum,Thoracic
6,6,5,6-6-5-Com,Open resection of invasive mediastinal tumour,Com,Thorax and intra-thoracic organs,Mediastinum,Thoracic
6,7,1,6-7-1-Min,Diagnostic thoracoscopy (+/- biopsy),Min,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,2,6-7-2-Maj,Laparoscopic repair of hiatus hernia with anti-reflux procedure (eg fundoplication),Maj,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,8,6-7-8-Xma,VATS excision lesion of oesophagus,Xma,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,9,6-7-9-Maj,VATS lobectomy,Maj,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,10,6-7-10-Int,VATS lung biopsy,Int,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,11,6-7-11-Com,VATS lung volume reduction - bilateral,Com,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,12,6-7-12-Com,VATS lung volume reduction - unilateral,Com,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,13,6-7-13-Maj,VATS oesophageal / oesophagogastric myotomy,Maj,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,14,6-7-14-Maj,VATS pleurodesis/pleurectomy,Maj,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,15,6-7-15-Xma,VATS sympathectomy - bilateral,Xma,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,16,6-7-16-Maj,VATS sympathectomy - unilateral,Maj,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,17,6-7-17-Maj,VATS wedge resection of lung,Maj,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,3,6-7-3-Int,Thoracoscopy and drainage and chemical pleurodesis,Int,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,4,6-7-4-Com,VATS bullectomy - bilateral,Com,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,5,6-7-5-Maj,VATS bullectomy - unilateral,Maj,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,6,6-7-6-Maj,VATS debridement of empyema,Maj,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,7,7,6-7-7-Xma,VATS excision lesion of mediastinum including thymectomy,Xma,Thorax and intra-thoracic organs,Video assisted thoracic surgery (VATS),Thoracic
6,8,6,6-8-6-Com,Creation of communication between pulmonary artery and aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,7,6-8-7-Com,Creation of shunt from subclavian artery to pulmonary artery,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,8,6-8-8-Com,Delayed repair of aortic dissection (ie more than two weeks after happening),Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,9,6-8-9-Com,Elective repair of aneurysm of arch of aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,10,6-8-10-Com,Elective repair of aneurysm of ascending aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,11,6-8-11-Com,Elective repair of aneurysm of thoracic aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,12,6-8-12-Com,Excision of infected aortic graft with bypass,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,13,6-8-13-Com,Formation of cavo-pulmonary shunt (Glenn),Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,1,6-8-1-Com,Atrial switch procedure for transposition of great vessels,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,2,6-8-2-Maj,Cannulation or decannulation for ECMO (Extracorporeal membrane oxygenation),Maj,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,3,6-8-3-Com,Closed ligation of patent ductus arteriosus,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,4,6-8-4-Com,Coarctation repair,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,5,6-8-5-Com,Coarctation repair involving prosthetic graft,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,19,6-8-19-Com,Redo procedures on ascending aorta and proximal descending aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,20,6-8-20-Com,Repair of leaking aneurysm of arch of aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,21,6-8-21-Com,Repair of leaking aneurysm of ascending aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,22,6-8-22-Com,Repair of leaking aneurysm of thoracic aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,23,6-8-23-Com,Replacement of thoracoabdominal aneurysms,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,24,6-8-24-Com,Revision of prosthesis of abdominal aorta,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,25,6-8-25-Xma,Transluminal operations on pulmonary artery,Xma,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,26,6-8-26-Com,VATS closure of patent ductus arteriosus,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,14,6-8-14-Com,Immediate repair of aortic dissection (ie within two weeks of happening),Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,15,6-8-15-Com,Open operations/repair of pulmonary artery,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,16,6-8-16-Maj,Percutaneous transluminal balloon operations on aorta,Maj,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,17,6-8-17-Com,Percutaneous transluminal prosthetic occlusion of patent ductus arteriosus,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,8,18,6-8-18-Com,Pulmonary embolectomy,Com,Thorax and intra-thoracic organs,Great Vessels,Vascular
6,9,6,6-9-6-Maj,Vagotomy and pyloroplasty,Maj,Thorax and intra-thoracic organs,Other,Thoracic
6,9,7,6-9-7-Com,Heart transplant,Com,Thorax and intra-thoracic organs,Other,Thoracic
6,9,8,6-9-8-Com,Heart and lung transplant,Com,Thorax and intra-thoracic organs,Other,Thoracic
6,9,9,6-9-9-Com,Lung transplant (single or double),Com,Thorax and intra-thoracic organs,Other,Thoracic
6,9,4,6-9-4-Maj,Proximal gastric vagotomy,Maj,Thorax and intra-thoracic organs,Other,Thoracic
6,9,5,6-9-5-Int,Transoesophageal echocardiography (Including reporting),Int,Thorax and intra-thoracic organs,Other,Thoracic
6,9,1,6-9-1-Min,Coronary angioplasty standby team,Min,Thorax and intra-thoracic organs,Other,Thoracic
6,9,2,6-9-2-Min,External cardioversion,Min,Thorax and intra-thoracic organs,Other,Thoracic
6,9,3,6-9-3-Maj,Highly selective vagotomy,Maj,Thorax and intra-thoracic organs,Other,Thoracic
6,10,1,6-10-1-Com,Correction of tetralogy of Fallot,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,2,6-10-2-Com,Atrial inversion for transposition of great vessels,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,3,6-10-3-Com,Double switch procedure (atrial and arterial),Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,4,6-10-4-Com,Minimally invasive direct coronary artery bypass (MIDCAB) including harvesting of graft,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,5,6-10-5-Com,Correction of total anomalous pulmonary venous connection,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,6,6-10-6-Com,Repair of complete atrioventricular septal defect,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,7,6-10-7-Com,Closure of partial atrioventricular septal defect,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,8,6-10-8-Com,Closure of defect of interatrial septum (secundum Atrial Septal Defect or Patent Foramen Ovale),Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,17,6-10-17-Com,Replacement of mitral valve with sub-valve preservation (including biopsies),Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,14,6-10-14-Com,Placement of valve to cardiac conduit,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,15,6-10-15-Com,Revision placement of valve to cardiac conduit,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,16,6-10-16-Com,Excision of cardiac tumour,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,21,6-10-21-Com,Minimally invasive replacement of aortic valve,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,18,6-10-18-Com,Revision replacement of mitral valve,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,19,6-10-19-Com,Repair of mitral valve,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,20,6-10-20-Com,Replacement or repair of aortic valve,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,12,6-10-12-Com,Therapeutic transluminal operations on atrial septum of heart,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,13,6-10-13-Com,Transluminal closure of atrial septal defect / patent foramen ovale,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,27,6-10-27-Com,Replacement of pulmonary valve (including valvuloplasty/valvotomy),Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,28,6-10-28-Com,Percutaneous replacement/implantation of pulmonary valve,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,29,6-10-29-Com,Open valvotomy,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,30,6-10-30-Com,Closed mitral valvotomy,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,31,6-10-31-Xma,Therapeutic transluminal operation(s) on valve of heart,Xma,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,32,6-10-32-Com,Trans catheter aortic valve implantation (TAVI),Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
6,10,33,6-10-33-Com,Bypass for coronary artery(ies) including harvesting of grafts and endarterectomy,Com,Thorax and intra-thoracic organs,Heart - cardiac surgery,Thoracic
